problem,dim,seed,candidate_index,x,acquisition,truth,truth_reveal,raw_pool_index,raw_pool_hash,proposal_hash,truth_hash,candidate_count,pool_duplicate_count,target_source_overlap_count,geometry_score,geometry_score_normalized,local_rank_no_reliability_score,local_rank_no_reliability_score_normalized,local_rank_reliability_score,local_rank_reliability_score_normalized,reversed_local_rank_score,reversed_local_rank_score_normalized
GMM,2,42,0,"[-1.0334724467451806, 1.7147297150181595]",0.02550057874938559,-0.1267874250073009,offline_mechanism_reveal,16,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.8310212991411464,0.9743589743589743,0.5018847425809441,0.8717948717948718,0.26047919025129457,0.8717948717948718,0.21395270693204863,0.9487179487179487
GMM,2,42,1,"[-1.8570072908380575, 1.6958609447012645]",0.02547979427509996,-0.28099097525857303,offline_mechanism_reveal,72,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.6040906886738079,0.7948717948717948,0.45561927514386075,0.7948717948717948,0.23646731965200954,0.7948717948717948,0.10840939024039106,0.7435897435897436
GMM,2,42,2,"[0.17636788460138675, 1.747710861162151]",0.025408079831056717,-0.32910789894943493,offline_mechanism_reveal,201,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.7138848574452862,0.8717948717948718,0.4082630819620903,0.717948717948718,0.21188936019873528,0.717948717948718,0.19566908341547853,0.8461538461538461
GMM,2,42,3,"[4.765312650844283, 1.715475172204429]",0.025381311849695578,-0.0012461270516045588,offline_mechanism_reveal,111,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.0010813291572098777,0.1794871794871795,0.0004341759989504231,0.1794871794871795,0.00022533821620391925,0.1794871794871795,0.00039199499061634725,0.15384615384615385
GMM,2,42,4,"[-2.935415185483632, 1.6691773065543707]",0.025351923163303237,-0.3087200952331124,offline_mechanism_reveal,138,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.23750008280659374,0.5128205128205128,0.20278828893422932,0.5641025641025641,0.10524752958696378,0.5641025641025641,0.030341792833032854,0.358974358974359
GMM,2,42,5,"[0.03827858986677768, 1.800906237315811]",0.024963558377522,-0.2595641316931131,offline_mechanism_reveal,36,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.707749330769043,0.8461538461538461,0.35124706546105233,0.6666666666666666,0.182297933025295,0.6666666666666666,0.22175772484294884,1.0
GMM,2,42,6,"[1.1862090321719894, 1.8014290942926312]",0.024926897481830124,-0.8886595880062581,offline_mechanism_reveal,254,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.33616178035434535,0.5641025641025641,0.24380644530487258,0.5897435897435898,0.12653603519500775,0.5897435897435898,0.06537946850973443,0.6666666666666666
GMM,2,42,7,"[4.380970494386553, 1.6377144416945786]",0.02488931823521845,-0.0055401210873879,offline_mechanism_reveal,131,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.0038725413166536965,0.2564102564102564,0.0011452835411260272,0.2564102564102564,0.0005944044600091211,0.2564102564102564,0.0016164379403958804,0.2564102564102564
GMM,2,42,8,"[-4.79717781477598, 1.6155516809327484]",0.024744869639358565,-0.01739219833600287,offline_mechanism_reveal,259,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.01163595108662144,0.28205128205128205,0.0056000255494145276,0.28205128205128205,0.002906424516905491,0.28205128205128205,0.003736565687152755,0.28205128205128205
GMM,2,42,9,"[-1.852809772407804, 1.545819618857987]",0.02303130631354052,-0.24401035877551255,offline_mechanism_reveal,230,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.5172095923168778,0.6410256410256411,0.34832046507860437,0.6153846153846154,0.18077902154396774,0.6153846153846154,0.11449707833207484,0.7692307692307693
GMM,2,42,10,"[-3.4516333139895803, 1.9197295681252022]",0.022686212345250985,-0.2512971038050548,offline_mechanism_reveal,271,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.20392023825646047,0.46153846153846156,0.14420045160696862,0.48717948717948717,0.07484032424515534,0.48717948717948717,0.04157819067146395,0.48717948717948717
GMM,2,42,11,"[4.820561999866287, 1.5065543549473297]",0.021732635617865478,-0.0010298958828045509,offline_mechanism_reveal,231,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.0025646687053380874,0.20512820512820512,0.0008868615890539086,0.20512820512820512,0.00046028294742289617,0.20512820512820512,0.0010038920872937943,0.20512820512820512
GMM,2,42,12,"[-1.1078287160455047, 1.4973820140710403]",0.021361548626614303,-0.11522854055125226,offline_mechanism_reveal,235,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.743518277085018,0.9230769230769231,0.4398861163087455,0.7435897435897436,0.22830177859094639,0.7435897435897436,0.19617444981920232,0.8717948717948718
GMM,2,42,13,"[-1.358604732916807, 1.9910947478771739]",0.020384422724605143,-0.2160605843145805,offline_mechanism_reveal,37,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.7331524003855067,0.8974358974358975,0.5145021365453305,0.9230769230769231,0.26702764308136817,0.9230769230769231,0.1515306834006345,0.8205128205128205
GMM,2,42,14,"[4.431592355719552, 1.9907415428340327]",0.0202213261677884,-0.004002347839817368,offline_mechanism_reveal,55,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.0005669271661017165,0.1282051282051282,0.00024031515340009968,0.15384615384615385,0.0001247240476784925,0.15384615384615385,0.0001989359250037844,0.10256410256410256
GMM,2,42,15,"[-0.8648081245597403, 1.4508799029545436]",0.01935654976625425,-0.09498935158536705,offline_mechanism_reveal,80,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.7849708776219488,0.9487179487179487,0.44989181877583717,0.7692307692307693,0.2334947582840939,0.7692307692307693,0.2146468514300532,0.9743589743589743
GMM,2,42,16,"[-0.07669138112629703, 1.4439401690157228]",0.019003136318628266,-0.22258548988018154,offline_mechanism_reveal,238,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.8872777031824058,1.0,0.5685744483160415,1.0,0.2950912815825501,1.0,0.211457521058681,0.9230769230769231
GMM,2,42,17,"[4.931973238653871, 1.3893586947604284]",0.016321854182201816,-0.0006466288323186088,offline_mechanism_reveal,152,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.0032900666338898468,0.23076923076923078,0.001095497349049526,0.23076923076923078,0.0005685653262448765,0.23076923076923078,0.001309740989837715,0.23076923076923078
GMM,2,42,18,"[-2.7962831966709367, 2.1559062415038666]",0.013741264328410462,-0.44635337611240467,offline_mechanism_reveal,92,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.4296872108897505,0.5897435897435898,0.40288718521344236,0.6923076923076923,0.20909925897995485,0.6923076923076923,0.03621011981518365,0.41025641025641024
GMM,2,42,19,"[1.1156244174893368, 2.163108242802995]",0.013245890993424731,-0.6930453333861126,offline_mechanism_reveal,287,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.13199481856227357,0.38461538461538464,0.08369821657585921,0.41025641025641024,0.043439542646868,0.41025641025641024,0.031916591129234374,0.38461538461538464
GMM,2,42,20,"[-2.1863646443905074, 2.1677755876662825]",0.013174768873948237,-0.44597497914641715,offline_mechanism_reveal,86,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.5657338049063816,0.7692307692307693,0.5352463282354676,0.9743589743589743,0.27779392026699723,0.9743589743589743,0.04518475987017537,0.5384615384615384
GMM,2,42,21,"[1.760433631766361, 2.1699421893014117]",0.012919848490862211,-0.7240750749251657,offline_mechanism_reveal,183,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.05400857617688577,0.3333333333333333,0.04165743125044619,0.3333333333333333,0.02162029055568503,0.3333333333333333,0.009213325004171968,0.3076923076923077
GMM,2,42,22,"[-1.7079662290589614, 2.1778948773568043]",0.012693187276788262,-0.3348504292926822,offline_mechanism_reveal,296,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.6169567918467078,0.8205128205128205,0.5269001928490318,0.9487179487179487,0.2734622592246498,0.9487179487179487,0.07875973741790278,0.6923076923076923
GMM,2,42,23,"[-0.8513358363064665, 2.2014158378633386]",0.011586545834972579,-0.12862473169822558,offline_mechanism_reveal,186,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.5374624825567378,0.6666666666666666,0.1975860224571052,0.5384615384615384,0.10254754282812302,0.5384615384615384,0.20429097686781253,0.8974358974358975
GMM,2,42,24,"[-1.955769033967163, 1.2942113873699252]",0.009757917507158577,-0.19835994988419517,offline_mechanism_reveal,117,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.30456366797005335,0.5384615384615384,0.16497180935818645,0.5128205128205128,0.08562070067109254,0.5128205128205128,0.08825537080563653,0.717948717948718
GMM,2,42,25,"[-3.804203983202983, 2.2493500123619175]",0.009601098798465416,-0.1877925471073751,offline_mechanism_reveal,187,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.20142077748271872,0.4358974358974359,0.10678238412926991,0.4358974358974359,0.055420272009183404,0.4358974358974359,0.059571295225051356,0.5897435897435898
GMM,2,42,26,"[-3.515614600891812, 1.2845699159674684]",0.009381805526687038,-0.12750338808318046,offline_mechanism_reveal,194,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.036945406823316616,0.3076923076923077,0.019925186328981624,0.3076923076923077,0.010341211756885075,0.3076923076923077,0.010751002689978872,0.3333333333333333
GMM,2,42,27,"[-1.369604896890928, 2.271812361207183]",0.008462903564659086,-0.24319077365670674,offline_mechanism_reveal,30,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.5430554426966248,0.7435897435897436,0.3507265381485149,0.6410256410256411,0.18202777830376238,0.6410256410256411,0.12800377470284732,0.7948717948717948
GMM,2,42,28,"[-1.9580960245074488, 2.2918307068237915]",0.007632165121116747,-0.41538673621419775,offline_mechanism_reveal,291,febd5a7ac6fa04136ddccd6db8328ba6215744b20513244ab624c67f6b0caf8a,dd202342becf150101bd1b6437762f54eae7712336c1b4d3eaa2f893d886463e,44b12aeda36f099e92d3cf0d039c1760a0147dbfdb4363737fb50aeaef37fa92,40,0,0,0.5383755726522272,0.6923076923076923,0.507342524037179,0.8974358974358975,0.26331178979791126,0.8974358974358975,0.044048015052508396,0.5128205128205128
